SUCESSO: 23:50:04.153150 | Usuario: helena | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:06.058671 | Usuario: arthur | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = O poder do habito Edicao: 0
SUCESSO: 23:50:06.059653 | Usuario: davi | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.059936 | Usuario: sophia | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.060144 | Usuario: arthur | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.060495 | Usuario: theo | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.060727 | Usuario: sophia | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre Edicao: 4
SUCESSO: 23:50:06.060964 | Usuario: davi | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.061979 | Usuario: theo | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 8
SUCESSO: 23:50:06.062993 | Usuario: arthur | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:06.064238 | Usuario: miguel | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.065923 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.068234 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.069401 | Usuario: alice | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.071007 | Usuario: manuela | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = O milagre da manha Edicao: 7
SUCESSO: 23:50:06.071488 | Usuario: manuela | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:06.071860 | Usuario: arthur | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = 1984 Edicao: 7
SUCESSO: 23:50:06.072173 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.072362 | Usuario: sophia | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.072706 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.072959 | Usuario: helena | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 5
SUCESSO: 23:50:06.073276 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.073548 | Usuario: laura | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado
SUCESSO: 23:50:06.073802 | Usuario: heitor | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:06.074007 | Usuario: davi | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mentirosos
SUCESSO: 23:50:06.074254 | Usuario: theo | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.074524 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.074864 | Usuario: heitor | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mindset Edicao: 0
SUCESSO: 23:50:06.075119 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.075343 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.075740 | Usuario: sophia | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 0
SUCESSO: 23:50:06.076072 | Usuario: arthur | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:06.076403 | Usuario: manuela | Operacao: VENDA LIVRO | Parametros operacao: Nome = Do mil ao milhao Edicao: 1
SUCESSO: 23:50:06.076692 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.076985 | Usuario: alice | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 6
SUCESSO: 23:50:06.077298 | Usuario: sophia | Operacao: LOGIN | Parametros operacao: SENHA CORRETA
SUCESSO: 23:50:06.077585 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.077896 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.078180 | Usuario: theo | Operacao: VENDA LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:06.078538 | Usuario: laura | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 5
SUCESSO: 23:50:06.078864 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.079092 | Usuario: theo | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:06.079396 | Usuario: manuela | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre Edicao: 4
SUCESSO: 23:50:06.079668 | Usuario: theo | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 0
SUCESSO: 23:50:06.079947 | Usuario: helena | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 6
SUCESSO: 23:50:06.080211 | Usuario: arthur | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = O poder do habito Edicao: 6
SUCESSO: 23:50:06.080507 | Usuario: miguel | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Do mil ao milhao Edicao: 7
SUCESSO: 23:50:06.080756 | Usuario: davi | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 4
SUCESSO: 23:50:06.081015 | Usuario: theo | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 8
SUCESSO: 23:50:06.081279 | Usuario: laura | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.081513 | Usuario: davi | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = 1984 Edicao: 3
SUCESSO: 23:50:06.081731 | Usuario: davi | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:06.081984 | Usuario: alice | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.082235 | Usuario: alice | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 2
SUCESSO: 23:50:06.082466 | Usuario: miguel | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 8
SUCESSO: 23:50:06.082746 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.083074 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.083335 | Usuario: manuela | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.083725 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.084183 | Usuario: miguel | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = O milagre da manha
SUCESSO: 23:50:06.084644 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.085053 | Usuario: manuela | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre Edicao: 7
SUCESSO: 23:50:06.085368 | Usuario: alice | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mentirosos Edicao: 2
SUCESSO: 23:50:06.085735 | Usuario: sophia | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.086098 | Usuario: alice | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mindset Edicao: 3
SUCESSO: 23:50:06.086731 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.087281 | Usuario: laura | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 6
SUCESSO: 23:50:06.087675 | Usuario: heitor | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = O milagre da manha
SUCESSO: 23:50:06.087894 | Usuario: helena | Operacao: VENDA LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre Edicao: 3
SUCESSO: 23:50:06.088094 | Usuario: miguel | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = 1984 Edicao: 3
SUCESSO: 23:50:06.088337 | Usuario: davi | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.088606 | Usuario: heitor | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = 1984 Edicao: 3
SUCESSO: 23:50:06.088929 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.089260 | Usuario: laura | Operacao: VENDA LIVRO | Parametros operacao: Nome = 1984
SUCESSO: 23:50:06.089674 | Usuario: theo | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = O milagre da manha Edicao: 7
SUCESSO: 23:50:06.090004 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.090328 | Usuario: miguel | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = 1984 Edicao: 7
SUCESSO: 23:50:06.090598 | Usuario: helena | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.090958 | Usuario: miguel | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 3
SUCESSO: 23:50:06.091411 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.091667 | Usuario: miguel | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mentirosos
SUCESSO: 23:50:06.091885 | Usuario: heitor | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mentirosos
SUCESSO: 23:50:06.092422 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.092644 | Usuario: davi | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:06.092973 | Usuario: sophia | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:06.093328 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.093579 | Usuario: laura | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.093775 | Usuario: davi | Operacao: VENDA LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre
SUCESSO: 23:50:06.094024 | Usuario: sophia | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.094301 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.094581 | Usuario: sophia | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mindset Edicao: 5
SUCESSO: 23:50:06.094858 | Usuario: helena | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.095123 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.095322 | Usuario: theo | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.095582 | Usuario: davi | Operacao: VENDA LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 4
SUCESSO: 23:50:06.095820 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.096048 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.096263 | Usuario: manuela | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.096503 | Usuario: heitor | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = O milagre da manha
SUCESSO: 23:50:06.096922 | Usuario: laura | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Do mil ao milhao Edicao: 5
SUCESSO: 23:50:06.097205 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.097410 | Usuario: laura | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos
SUCESSO: 23:50:06.097700 | Usuario: arthur | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:06.097895 | Usuario: davi | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Mentirosos
SUCESSO: 23:50:06.098126 | Usuario: heitor | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.098394 | Usuario: miguel | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mindset Edicao: 0
FRACASSO: 23:50:06.101340 | Usuario: theo | Operacao: INCLUIR LIVRO | Parametros operacao: Livro já Existente. Nome = Torto Arado Edicao: 9
SUCESSO: 23:50:06.101666 | Usuario: sophia | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = A Revolucao dos Bichos
SUCESSO: 23:50:06.101981 | Usuario: davi | Operacao: VENDA LIVRO | Parametros operacao: Nome = O poder do habito Edicao: 0
SUCESSO: 23:50:06.102314 | Usuario: helena | Operacao: VENDA LIVRO | Parametros operacao: Nome = Os sete maridos Edicao: 3
SUCESSO: 23:50:06.102555 | Usuario: davi | Operacao: CONSULTAR LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.102785 | Usuario: helena | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = 1984
SUCESSO: 23:50:06.103157 | Usuario: manuela | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 8
SUCESSO: 23:50:06.103667 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.104651 | Usuario: arthur | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.105181 | Usuario: alice | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.105657 | Usuario: alice | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Mindset Edicao: 3
SUCESSO: 23:50:06.106302 | Usuario: manuela | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Pai Rico, Pai Pobre Edicao: 8
SUCESSO: 23:50:06.106582 | Usuario: heitor | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = O milagre da manha
SUCESSO: 23:50:06.118234 | Usuario: laura | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.118847 | Usuario: laura | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 6
SUCESSO: 23:50:06.119224 | Usuario: davi | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.119547 | Usuario: heitor | Operacao: VENDA LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 1
SUCESSO: 23:50:06.158144 | Usuario: laura | Operacao: VENDA LIVRO | Parametros operacao: Nome = Mindset Edicao: 3
SUCESSO: 23:50:06.160046 | Usuario: theo | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.160527 | Usuario: davi | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 1
SUCESSO: 23:50:06.160883 | Usuario: sophia | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mindset Edicao: 7
SUCESSO: 23:50:06.161159 | Usuario: sophia | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 0
SUCESSO: 23:50:06.161441 | Usuario: sophia | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Do mil ao milhao
SUCESSO: 23:50:06.161717 | Usuario: theo | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = O milagre da manha Edicao: 7
SUCESSO: 23:50:06.161978 | Usuario: helena | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.162249 | Usuario: heitor | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 1
SUCESSO: 23:50:06.162535 | Usuario: manuela | Operacao: CONSULTAR LIVROS DA LIVRARIA | Parametros operacao: id_livraria = 2
SUCESSO: 23:50:06.163011 | Usuario: theo | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = O poder do habito Edicao: 0
SUCESSO: 23:50:06.164090 | Usuario: arthur | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mindset Edicao: 3
SUCESSO: 23:50:06.164512 | Usuario: heitor | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = O poder do habito Edicao: 0
SUCESSO: 23:50:06.164765 | Usuario: alice | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Os sete maridos Edicao: 3
SUCESSO: 23:50:06.165061 | Usuario: theo | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 4
SUCESSO: 23:50:06.165241 | Usuario: alice | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Do mil ao milhao
SUCESSO: 23:50:06.165508 | Usuario: manuela | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Os sete maridos Edicao: 5
SUCESSO: 23:50:06.165753 | Usuario: helena | Operacao: INCLUIR LIVRO | Parametros operacao: Nome = Mentirosos Edicao: 7
SUCESSO: 23:50:06.165987 | Usuario: davi | Operacao: EXCLUIR LIVRO | Parametros operacao: Nome = Torto Arado Edicao: 1
SUCESSO: 23:50:06.167408 | Usuario: theo | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Torto Arado Edicao: 1
SUCESSO: 23:50:06.168774 | Usuario: helena | Operacao: REPOSIÇÃO DE ESTOQUE | Parametros operacao: Nome = Os sete maridos Edicao: 3
SUCESSO: 23:50:06.169039 | Usuario: manuela | Operacao: VENDA LIVRO | Parametros operacao: Nome = A Revolucao dos Bichos Edicao: 8
SUCESSO: 23:50:06.169311 | Usuario: heitor | Operacao: VENDA LIVRO | Parametros operacao: Nome = 1984 Edicao: 6
